min1800	t2m	rh	padavine	veter_hitrost
111926880	9.9	98	0	0.6
111926910	9.7	99	0	0.6
111926940	9.7	99	0	0.4
111926970	9.7	99	0	0.8
111927000	9.6	99	0	1.1
111927030	9.4	99	0	0.6
111927060	9.2	99	0	1
111927090	8.9	99	0	0.6
111927120	8.8	99	0	0.6
111927150	8.9	99	0	1.1
111927180	8.7	99	0	0.9
111927210	8.7	99	0	0.8
111927240	8.6	99	0	1.3
111927270	8.4	99	0	1.2
111927300	8.3	99	0	1.3
111927330	8.1	99	0	0.9
111927360	8.3	99	0	1.1
111927390	8.6	99	0	1.2
111927420	8.7	98	0	1.1
111927450	9.1	96	0	0.7
111927480	9.8	93	0	0.9
111927510	10.6	91	0	0.9
111927540	11.1	88	0	0.9
111927570	11.8	83	0	1
111927600	13	78	0	0.8
111927630	14	73	0	1.2
111927660	14.5	72	0	1
111927690	15.2	70	0	1.3
111927720	15.7	69	0	1.2
111927750	16.3	67	0	1
111927780	16.5	67	0	0.7
111927810	17	66	0	1.2
111927840	16.5	63	0	1.2
111927870	15.6	64	0	1.3
111927900	14.8	68	0	1
111927930	13.8	72	0	0.9
111927960	12.5	77	0	0.2
111927990	11.6	82	0	0.3
111928020	11	87	0	0.5
111928050	10.5	89	0	0.3
111928080	9.9	90	0	0.5
111928110	9.6	92	0	0.7
111928140	9.3	93	0	0.7
111928170	9	95	0	0.8
111928200	8.8	96	0	0.5
111928230	8.6	96	0	0.2
111928260	8.5	97	0	0.2
111928290	8.8	97	0	0.5
