min1800	t2m	rh	padavine	veter_hitrost
111585600	5.5	60	0	1.5
111585630	4.5	64	0	1.5
111585660	3.9	67	0	1.4
111585690	3.3	70	0	1
111585720	2.9	72	0	0.9
111585750	2.8	73	0	1.4
111585780	2.6	74	0	1.3
111585810	2.3	75	0	1.2
111585840	2.3	76	0	0.6
111585870	2.1	76	0	0.7
111585900	1.8	78	0	0.8
111585930	1.7	78	0	1.1
111585960	1.6	79	0	0.8
111585990	1.7	79	0	0.8
111586020	1.6	80	0	0.6
111586050	1.6	80	0	1.1
111586080	2	79	0	0.8
111586110	3.2	74	0	1.6
111586140	4.4	70	0	0.8
111586170	6.5	61	0	1
111586200	7.8	57	0	1.1
111586230	9.3	52	0	1.1
111586260	11.4	48	0	0.9
111586290	13.5	41	0	0.9
111586320	15	39	0	0.8
111586350	16.7	36	0	1.1
111586380	17.8	36	0	1.2
111586410	18.6	35	0	1.6
111586440	20.4	32	0	1
111586470	21.3	30	0	1.4
111586500	21.4	30	0	2.3
111586530	21.2	30	0	2.9
111586560	20.9	31	0	2.5
111586590	20.5	31	0	2.6
111586620	19.2	34	0	2.2
111586650	17.7	38	0	1.4
111586680	16.5	41	0	0.9
111586710	15.4	44	0	0.8
111586740	14.4	46	0	1.1
111586770	13.7	49	0	0.8
111586800	12.5	53	0	0.5
111586830	11.4	57	0	0.7
111586860	11.5	58	0	1.8
111586890	11.1	59	0	1.1
111586920	10.1	64	0	0.6
111586950	9.3	67	0	0.8
111586980	8.8	70	0	0.9
111587010	8.9	72	0	1
