min1800	t2m	rh	padavine	veter_hitrost
111762720	23.9	68	0	0.3
111762750	23.5	70	0	0.3
111762780	23	72	0	0.4
111762810	22.7	73	0	0.2
111762840	22.1	75	0	0.8
111762870	21.4	78	0	0.1
111762900	21.1	80	0	0
111762930	20.9	81	0	0.5
111762960	20.4	83	0	0.6
111762990	20.1	85	0	0.9
111763020	20	84	0	0.7
111763050	20.5	83	0	1
111763080	21.1	79	0	0.9
111763110	21.7	76	0	1.1
111763140	22.3	74	0	1.2
111763170	23.3	70	0	1
111763200	24.6	66	0	0.9
111763230	25.9	63	0	1.5
111763260	26.9	61	0	1.6
111763290	28	58	0	0.7
111763320	29.3	55	0	0.7
111763350	30.6	51	0	1.6
111763380	31.4	50	0	1.3
111763410	32.8	43	0	2.4
111763440	33.6	38	0	2.7
111763470	34.1	37	0	2.8
111763500	34.2	36	0	3
111763530	34.4	36	0	3
111763560	34.7	34	0	3.1
111763590	35.3	32	0	2.8
111763620	35.3	30	0	3.2
111763650	35.6	30	0	3
111763680	35.6	29	0	2.5
111763710	35.6	28	0	2.4
111763740	35.5	29	0	2.5
111763770	35.3	29	0	2.1
111763800	35	30	0	2.4
111763830	34.3	33	0	1.8
111763860	33.1	36	0	1.6
111763890	32	39	0	1.1
111763920	30.8	42	0	1.2
111763950	29.5	46	0	0.6
111763980	28.2	51	0	0.5
111764010	27.6	53	0	0.5
111764040	26.5	60	0	0
111764070	25.6	64	0	0
111764100	25.1	69	0	0.1
111764130	24.7	62	0	0.6
