min1800	t2m	rh	padavine	veter_hitrost
111941280	6.8	97	0	0.9
111941310	6.9	97	0	0.4
111941340	6.9	97	0	0.7
111941370	6.9	97	0	0.4
111941400	6.8	97	0	0.2
111941430	6.6	97	0	0.2
111941460	6.6	98	0	0.8
111941490	6.4	98	0	0.9
111941520	6.3	98	0	0.6
111941550	6.1	98	0	0.7
111941580	6.1	98	0	0.7
111941610	6.2	98	0.1	0.5
111941640	6.2	99	0	0.8
111941670	6.4	99	0	0.9
111941700	6.2	98	0	0.6
111941730	6.2	98	0	0.8
111941760	6.1	99	0	0.9
111941790	6.3	99	0	0.7
111941820	6.4	99	0.1	0.9
111941850	6.8	99	0	0.9
111941880	7.5	99	0	0.9
111941910	9	96	0	0.8
111941940	10.1	91	0	1
111941970	10.7	87	0	1.1
111942000	10.6	89	0	1
111942030	11.1	87	0	0.6
111942060	11.2	88	0.1	0.8
111942090	12.3	83	0	0.9
111942120	13.3	78	0	1.3
111942150	13.6	77	0	1.1
111942180	14	77	0	1.4
111942210	13.7	75	0	2.5
111942240	12.4	79	0	1.8
111942270	11.9	83	0	2.2
111942300	11.5	86	0	1.8
111942330	10.4	86	0	2
111942360	9.6	87	0	1.8
111942390	9.3	87	0	1.6
111942420	9.2	86	0	1.2
111942450	9.2	86	0	0.8
111942480	9.2	86	0	1
111942510	9.3	85	0	1.4
111942540	9.1	85	0	1.3
111942570	8.9	85	0	1.1
111942600	8.7	86	0	1.3
111942630	8.6	86	0	1.4
111942660	8.5	88	0	0.8
111942690	8.4	90	0	0.7
