min1800	t2m	rh	padavine	veter_hitrost
111790080	21	69	0	0.5
111790110	20.5	69	0	0.2
111790140	19.8	73	0	0.1
111790170	19.6	75	0	0.5
111790200	19.3	76	0	0.1
111790230	19	76	0	0.9
111790260	18.6	78	0	0.3
111790290	18.1	81	0	0.1
111790320	17.9	84	0	0.1
111790350	17.8	85	0	0.4
111790380	17.7	86	0	0.7
111790410	17.5	86	0	0.5
111790440	18.4	81	0	0.6
111790470	19.2	78	0	0.6
111790500	20.3	74	0	0.8
111790530	20.8	69	0	1.5
111790560	21.8	66	0	1.5
111790590	23.2	61	0	1.3
111790620	24.1	56	0	1.2
111790650	24.6	56	0	1.6
111790680	25.3	53	0	1.7
111790710	25.9	50	0	2
111790740	26.3	49	0	2.3
111790770	26.6	48	0	1.9
111790800	27.2	48	0	1.9
111790830	27.6	48	0	1.6
111790860	27.8	48	0	1.4
111790890	28.5	48	0	2.3
111790920	28.6	48	0	2.3
111790950	29	47	0	1.6
111790980	29.1	46	0	1.8
111791010	29.4	46	0	2
111791040	29.3	46	0	2
111791070	29.6	46	0	2.2
111791100	29.6	46	0	1.9
111791130	29.5	47	0	1.8
111791160	29.1	47	0	1.8
111791190	28.6	48	0	1.8
111791220	28	50	0	0.9
111791250	27.3	52	0	0.6
111791280	26.5	54	0	0.2
111791310	25.5	58	0	0.9
111791340	25	61	0	0.9
111791370	24.2	62	0	0.7
111791400	23.4	64	0	1
111791430	22.8	67	0	0.9
111791460	22.4	70	0	0.9
111791490	22.1	71	0	1
