min1800	t2m	rh	padavine	veter_hitrost
111546720	-3.8	50	0	4.1
111546750	-3.9	50	0	3.5
111546780	-4.1	50	0	3.8
111546810	-4.3	52	0	3.4
111546840	-4.4	52	0	4.1
111546870	-4.4	52	0	3.4
111546900	-4.5	52	0	3.2
111546930	-4.6	51	0	3.4
111546960	-4.8	51	0	3.4
111546990	-4.9	51	0	2.9
111547020	-5	52	0	3.2
111547050	-5.1	52	0	3.3
111547080	-5.3	52	0	3.3
111547110	-5.5	53	0	3.7
111547140	-5.6	54	0	3.7
111547170	-5.8	55	0	3.7
111547200	-5.9	56	0	4.1
111547230	-6	56	0	4.2
111547260	-5.9	55	0	3.4
111547290	-5.9	54	0	3.7
111547320	-5.7	53	0	3.9
111547350	-5.4	51	0	3.9
111547380	-5.2	49	0	4.2
111547410	-4.8	46	0	3.9
111547440	-4.7	41	0	4.2
111547470	-4.6	36	0	5.3
111547500	-4.5	35	0	4.8
111547530	-4.3	35	0	4.4
111547560	-4.2	34	0	4.5
111547590	-4.4	35	0	4.7
111547620	-4.4	36	0	3.9
111547650	-4.5	35	0	4.6
111547680	-4.5	33	0	3.6
111547710	-4.7	33	0	4.3
111547740	-5	33	0	4.2
111547770	-5.3	32	0	5
111547800	-5.6	32	0	5
111547830	-5.8	33	0	4.4
111547860	-5.9	34	0	3.3
111547890	-5.9	36	0	3
111547920	-5.9	36	0	3.8
111547950	-6.1	35	0	4
111547980	-6.2	35	0	3.9
111548010	-6.5	35	0	4.3
111548040	-6.7	36	0	4.5
111548070	-7	38	0	4.2
111548100	-7.2	40	0	4.2
111548130	-7.4	41	0	4
